Gene,Condition,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
Gene_108,Target,5.954968861,3.336639415,2.79726512,4.236436174,5.162080394,4.348432835,4.440713005,5.333204975,3.941099079,4.914150454,8.497932993,9.633989657,8.479451881,9.714762992,8.453160034,7.996758873,5.743465144,6.775341448,7.681037376,8.712270456
Gene_109,Target,6.677486427,7.543648621,5.936188648,6.725870283,7.217006032,6.640614282,7.112831695,6.329251974,7.374345223,6.918945107,4.952950653,3.051212914,4.326331419,3.510355915,3.394281942,4.506116899,4.839201632,5.283600226,6.09126265,5.444400297
Gene_110,Target,6.012070341,4.473689712,4.692159827,6.085168884,5.001207184,3.319755284,4.153444481,6.00759206,4.389262742,5.333444133,8.014222696,7.503642393,7.649213608,8.391720548,8.209578829,9.23467014,7.800180216,7.076791958,8.165903102,8.705334553
Gene_111,Target,9.281966956,6.536316987,6.673646428,7.88249321,8.281286127,6.341318143,7.664570455,6.434842486,6.03782173,7.623360902,5.106497772,5.389330878,4.419496503,6.794977956,5.665288009,4.625597574,5.702748931,3.785485616,4.862249873,6.403357899
Gene_112,Target,4.811160688,5.910490372,4.778078,2.7019736,4.119787454,5.222735689,6.446552711,4.406597875,5.275979011,4.035180711,6.983543759,7.222683357,9.369062067,8.94031009,8.593665157,9.115462553,7.575575003,8.759576937,8.209629278,6.950899075
Gene_113,Target,6.168937778,7.050052932,7.205630061,6.678641581,6.003508756,4.90910806,7.425235479,6.704728291,7.549160883,5.454108187,3.746664065,4.888668125,3.587186464,3.017046149,5.783595408,5.90086934,3.970036358,4.727942731,3.866027095,5.316426917
Gene_114,Target,4.970321699,4.130539549,4.225782456,3.937918807,5.436374262,5.571008848,5.376474894,4.157110303,3.213830372,5.530875663,7.822941053,7.96060765,9.032127985,7.106484166,9.144015326,7.586808505,7.286812178,7.794253856,8.390019729,7.792784355
Gene_115,Target,6.099492779,6.718375721,4.458068899,6.491488318,7.455966218,6.830740225,7.688327722,7.485982434,7.645646746,7.656044945,3.261419239,5.00415968,6.630067335,4.519514773,5.452802442,5.143393731,5.557012225,4.727969883,4.351700703,5.071960844
Gene_116,Target,5.207814831,4.81466771,5.031440665,5.411351934,4.22381611,6.139677657,7.200760271,6.477205329,4.545582149,3.177112731,8.054197957,8.880273221,8.778106698,6.770253225,6.886851489,8.133744635,8.626081345,8.872931664,8.816391979,7.032024508
Gene_117,Target,5.687394944,4.987480222,7.504932698,7.828111566,7.335850689,5.940875554,8.56771675,6.629853376,8.779038361,7.551402005,6.190310645,5.330602226,4.935347772,3.987451932,4.44148581,4.952892164,5.282074068,4.966780788,4.822028011,5.183485517
Gene_118,Target,4.475627957,4.464062544,3.544295298,5.84627147,5.046932368,4.916375767,4.259081385,4.752226136,3.913217144,3.950702648,6.081048228,8.981698773,8.125964082,6.883223624,9.163786604,8.624591683,8.742382275,7.774229433,7.577127993,7.901947098
Gene_119,Target,7.404690656,7.799914607,8.58946915,6.490929596,5.984435252,7.100858666,10.02210419,6.571384155,8.145681218,6.75690179,4.521456762,4.289582878,4.788755372,6.641784471,5.301846721,5.487329123,5.838735792,7.071741513,5.775618842,3.572888647
Gene_120,Target,3.966488665,3.410544886,2.15145323,6.290733928,4.506276126,5.394970678,6.181617853,4.488167305,4.865032351,5.35025618,8.225879222,7.22568475,8.73081561,8.545635528,7.711550704,6.777619089,8.633333596,9.427519656,9.380517493,8.872634567
Gene_121,Target,6.516864931,6.468653081,6.412315243,6.588302131,7.709185621,7.256396754,5.143639414,5.13941237,6.977165906,7.149938747,2.692525658,4.183552774,5.027561152,6.461785915,2.987131272,3.744555722,3.919693153,5.175396079,5.330839221,4.679310769
Gene_122,Target,3.387671312,4.369447583,4.439514013,4.797418716,6.622885181,4.32322947,5.076264405,4.294601658,3.759772151,5.635947898,6.94937132,10.73520919,8.092562938,8.060253576,7.933454789,9.84364554,8.66392711,7.749009356,6.833810193,6.961272239
Gene_123,Target,6.215010695,8.214948431,6.811018424,6.242801377,7.792059478,8.345180019,6.305468516,6.555067456,7.345284187,6.995155563,5.406366471,6.714198526,4.939613446,4.719297732,5.485414461,4.95065547,5.627765062,4.776028849,5.443522714,3.436259292
Gene_124,Target,5.013903658,4.483784013,3.809457424,4.586930792,5.371994945,5.092342964,5.693483763,5.940899243,5.82846403,4.675510824,6.671843802,7.71966503,9.169655437,7.878523635,6.362708349,8.491383223,8.281819311,7.599396645,8.173361503,9.36938767
Gene_125,Target,8.299196094,6.543703106,7.010664862,5.545910855,6.272246674,9.008240397,8.498009686,6.770745275,6.307534855,5.633376703,7.126051854,5.114629725,4.406051091,6.078067338,3.900414167,5.726564198,6.440870302,4.78982984,6.451280944,5.641551431
Gene_126,Target,4.321192381,5.574312736,4.295485474,4.466015943,5.774384607,4.524378605,4.975572621,6.019008096,3.794419604,6.595293867,10.04195546,8.61448125,8.421931174,7.503578332,8.490961413,7.49801783,8.288169818,7.313373992,8.788403786,8.691368841
Gene_127,Target,8.242999008,8.982209712,6.353558165,7.966189292,5.572732553,6.542516241,7.945466685,6.26161085,7.3456407,6.099555306,4.629649296,4.959203074,4.387681234,3.05414791,5.24309633,5.474900095,5.136714574,4.511252274,5.900203657,6.07753566
Gene_128,Target,2.626329144,6.124574838,3.220452253,4.655449638,3.890826886,4.369894217,6.316883769,5.534513388,5.493898086,2.922007569,8.196325343,8.628803154,8.860947143,7.02675265,8.937543052,6.604794222,9.738743019,7.20136571,8.765024387,8.317911345
Gene_129,Target,5.936399482,8.144258656,7.033376843,7.818407775,7.218192086,7.868497252,7.021680521,8.11522865,6.647819135,7.527288318,5.378571522,5.843859777,4.378957505,5.177691498,4.419834921,5.908637826,4.363313621,6.732238696,5.790371602,4.986292021
Gene_130,Target,6.206196475,4.91540906,5.563262282,5.5281944,5.423038432,4.40323577,3.749155722,3.31839929,4.543703641,5.682793192,7.760962516,6.796649067,10.1564776,8.702009423,9.9466181,9.213036354,7.388620882,7.588078797,6.559319022,8.740473453
Gene_131,Target,8.623659252,6.079515122,5.797802353,7.882678068,5.483520964,8.921611558,7.572135778,5.285104946,7.354918896,7.105181866,2.531586467,4.95814197,4.412739232,4.112703007,5.23871682,5.850890302,6.727008833,2.367492354,5.743611328,4.047648889
Gene_132,Target,6.156330165,5.345861674,6.444957172,3.517238694,5.494631298,5.295159338,6.047862246,4.768831491,6.144016846,4.555039125,7.570762596,8.025379301,6.930747828,7.543428359,9.110003828,9.651828704,9.11425468,7.575134825,8.318479886,8.098489649
Gene_133,Target,5.740972527,7.257408211,6.175706672,5.939375781,7.725505461,6.292068113,6.855951249,6.026284423,7.055944426,7.492346553,5.502545255,3.924742023,6.25804225,6.492971713,5.372910426,5.157479548,5.077342903,5.257545946,5.376423589,5.136823619
Gene_134,Target,5.653823171,4.664231458,6.129344929,4.962317188,3.244305983,4.900279631,5.447020453,6.230031673,5.060210433,3.059930798,8.004831766,6.800788078,7.023894296,6.974372949,7.200773075,9.137129091,7.1684711,7.560937226,8.184173461,8.890379626
Gene_135,Target,6.33329499,6.173776136,6.481384278,5.828281301,7.920033349,4.818041866,6.472307923,5.558859978,5.043215216,7.028658197,6.538235661,6.634640355,4.437223792,4.303044291,4.461773697,5.710110232,2.438303037,5.247700474,4.594459619,4.256061503
Gene_136,Target,2.993879969,4.794173582,3.350943228,4.984692127,4.105098322,5.046319724,5.461004079,4.496261233,3.977601544,4.388257771,7.332606497,6.506724171,7.219381786,7.806594865,7.77916669,8.32954174,9.291875723,8.333671032,9.475786975,7.352074035
Gene_137,Target,8.35066841,7.593408908,5.808291115,7.402171012,5.762307159,7.947230676,6.460253855,6.763889813,6.320463511,6.147821708,6.702139709,5.991804523,5.675213077,5.073619959,5.736333815,5.661712777,6.603520598,5.850039778,4.793810994,4.785107057
Gene_138,Target,4.531927436,4.636261439,4.763316061,6.22288075,2.671640367,4.298154172,4.867119281,3.716741596,6.61910061,4.766051699,6.883081869,7.108386213,8.872395163,9.869009341,7.875731496,8.107028807,7.05146494,9.316644711,8.722656926,5.670746537
Gene_139,Target,6.354767454,6.765882506,5.891839327,6.726775824,5.866558846,7.359307954,7.335644764,7.810984353,7.416456136,8.594114039,4.613862123,2.846696633,5.025659213,5.649848845,4.5987644,6.400876478,6.094768679,5.537493299,5.069774758,4.448499367
Gene_140,Target,4.823056632,5.469177848,5.967796788,4.703885343,4.271746742,7.475605862,5.51855717,4.096396795,5.930979056,5.061686498,8.826789249,8.051796953,7.941570949,8.090611621,8.412780797,7.389914268,7.34463677,7.815220794,8.171301432,7.682623545
Gene_141,Target,7.316984562,5.898264587,5.569041547,8.892010633,7.397877113,6.602971867,6.720042152,7.785118531,6.789679186,7.192114964,4.735274374,4.498608942,5.602189814,5.141494558,6.301812667,3.874603142,4.864692594,4.791011051,3.925137666,5.997858726
Gene_142,Target,4.892600251,3.61444201,4.407859373,3.894666439,6.039088513,7.542904457,4.326284181,4.907769992,5.279735034,7.708959419,5.670996536,7.486044264,6.797205243,7.772375194,7.724100782,7.270191194,9.834155718,8.257065337,10.39358537,8.823616626
Gene_143,Target,5.73468785,6.246508785,7.273038419,6.422101059,7.354289689,7.732572642,7.421122277,6.865387166,6.356461066,5.710679311,5.340894899,5.922335674,4.92033059,5.753617653,7.227529684,6.933821282,4.505094523,5.546711841,4.297789362,5.689813424
Gene_144,Target,4.94163686,5.277587578,4.140985386,6.205377916,4.915820034,4.554080042,4.923378627,5.07639838,6.636864012,3.889276012,10.4589912,7.226687614,8.174643375,5.941858635,7.34553947,8.731773364,8.505233059,8.410572222,7.533234696,6.156427534
Gene_145,Target,5.927175373,6.770171235,7.621637175,7.837445481,6.697111951,6.848447466,6.837148477,7.057845533,8.537144886,6.273287472,4.79523728,5.078726292,3.661734107,4.078970765,5.200261949,5.427069128,6.140090209,4.534294044,6.453900621,4.135443783
Gene_146,Target,3.40371692,3.053986554,6.104050275,5.304872111,4.86957811,4.706386613,6.586255455,6.201145504,3.996260289,3.608983017,9.085295881,8.560611806,7.489019015,8.396451966,5.976768896,7.334858527,8.435007206,7.927088361,6.718112356,9.015266131
Gene_147,Target,8.163059339,6.059960162,6.814533371,7.730613939,7.863724843,6.471252385,6.12146016,7.345075407,5.083981782,6.049922411,5.773587127,3.296201594,3.799222873,4.759214936,4.697926499,3.245955242,5.509378842,3.978543663,4.841941063,4.803427793
Gene_148,Target,5.696628741,4.93401854,4.865652014,6.654740844,5.371894882,5.623540463,5.474898627,5.571634627,6.335736467,4.942895839,8.242843946,9.969634133,7.469961687,9.29100898,7.392921804,9.710139675,7.33375262,7.185627723,9.036402624,8.964931533
Gene_149,Target,7.551710837,7.273188529,7.241859803,9.054760706,5.567465505,6.013663683,5.720859877,7.96075549,6.754358065,6.869991544,6.783306818,4.420973547,7.022794601,3.590559186,6.317835613,5.323121003,4.61139948,4.827163097,6.338974668,6.703805872
Gene_150,Target,3.321532179,8.421094608,7.577942654,4.474678165,4.935618095,4.336452644,4.906998911,5.739859438,5.103362815,5.192006998,9.478807603,5.796131521,7.508556953,8.144417271,7.216899363,9.06096624,7.554494358,7.570819846,9.189011801,8.834294073
Gene_151,Target,6.849692522,6.672242867,5.55183471,6.302715415,9.598490232,6.962584986,7.91349189,6.815473502,7.609824296,6.947273191,6.363921956,4.496366583,3.290939831,5.898549683,4.762265974,6.463407581,5.124378266,6.453740844,5.35022696,4.65097452
Gene_152,Target,5.725598608,4.54076157,6.684759231,5.146584017,2.970142907,4.52782992,3.367628073,2.821644694,5.059208651,5.647860637,7.238573111,6.671157674,7.397969253,6.449474728,8.703001795,8.574503005,6.40470849,7.375931138,9.047216055,7.831940765
Gene_153,Target,7.009515892,7.417240224,7.626834197,8.206243139,7.772565369,5.622432936,6.637573075,7.302298496,6.890920124,4.820834719,4.241885275,6.014551151,5.158047162,3.527439562,5.215926206,4.841292527,5.671853873,7.106558602,3.484099869,4.494936478
Gene_154,Target,4.86123706,2.863795,4.968780004,4.406830962,7.235602769,2.082023786,6.488221168,6.008024668,5.73509163,5.146811993,7.289199705,9.105631401,7.114252935,8.694761818,8.402639185,9.076238196,7.403453569,7.419012372,8.302076564,8.305685156
Gene_155,Target,8.373998354,7.485399428,7.144840039,7.842619844,6.456392184,8.092971896,5.977458396,7.338147371,5.293154236,7.246449258,3.432036869,4.768515055,3.24254455,4.36038017,4.22383309,5.554774653,4.41787787,4.231404898,6.221515688,6.66917041
Gene_156,Target,6.093480384,3.508757495,6.276653083,3.771462429,4.928048978,5.734458203,4.78611292,4.849607196,5.125382426,5.427858022,8.411350679,6.273638746,7.824351766,8.286838523,8.590740012,7.682639716,7.29734836,6.632412198,7.271192751,7.878475074
Gene_157,Target,6.364793951,7.594702688,7.367501231,5.391261565,7.317331845,7.541704658,6.73867301,6.973504238,6.567761693,6.706613257,3.992959875,5.4252076,3.775183408,4.409535345,4.086361931,4.129082286,4.63144436,4.514747484,4.300038121,4.746566103
Gene_158,Target,3.415102392,5.111038368,5.631846159,3.716901308,3.586899378,7.23199711,5.239507241,5.053192927,4.801492544,5.492647761,8.037241061,7.454088048,7.567523933,7.655515294,7.680330604,7.248301126,9.074101523,8.093822156,7.226933171,8.591248735
Gene_159,Target,7.350228479,6.862420419,7.400881867,6.093621005,6.801159747,6.000845296,5.816189566,6.66860135,7.168024801,6.086994469,4.824941872,3.169553879,4.553262748,6.170667275,3.848584102,3.80706798,4.780138541,5.534670733,6.236109166,7.653740729
Gene_160,Target,5.800893238,5.671453527,7.027924117,4.699075696,4.786650594,5.25327015,3.579911955,3.164563345,6.806789374,4.425004257,7.542119143,7.007044234,8.144072597,8.591140522,7.771388762,8.014704694,8.951392915,7.989231923,7.438656528,7.939389919
Gene_161,Target,6.157673654,7.101888084,6.102074216,8.393925445,4.513476096,7.401294136,6.511972777,8.987148808,6.765536569,7.48183736,5.386893969,5.247672409,5.518119835,6.997413734,5.927508824,5.196424149,6.790266219,5.583197749,5.650333599,6.245030149
Gene_162,Target,5.161106626,5.725490691,4.725519782,5.124836065,5.039642627,4.360266962,7.034653219,4.441102401,4.644220589,6.32441739,7.979377771,9.168126427,7.392642879,7.987158341,7.749063122,7.03088636,7.696688047,7.34473286,8.857447325,7.709016417
Gene_163,Target,6.917218796,6.172155307,7.215199006,5.388063643,4.050128216,8.880106343,7.757261697,7.634728634,4.763491734,7.677129117,5.519814271,4.922344959,5.825038763,6.120569031,4.877836401,6.945337078,5.988362699,6.224385381,4.684882385,4.868877144
Gene_164,Target,4.077414578,5.407369085,5.264011434,5.091283554,4.319312571,4.768030505,6.985111783,4.070840643,4.593909767,3.596567446,6.759270932,7.713234799,7.608712698,7.383098436,7.22615569,7.803373077,9.134020543,7.642198814,6.716796136,6.930948195
Gene_165,Target,4.995652351,5.289483678,6.252579817,6.023584539,5.850973889,8.989243654,8.751131083,9.564409301,7.776495902,6.838751455,3.956739306,3.899233738,4.503126053,6.280520927,5.666470562,5.889500197,4.812878572,3.446363657,5.326402672,4.785388028
Gene_166,Target,4.696041693,7.184173228,5.869691283,4.771593796,3.09655358,4.713358529,5.99038892,5.372820993,5.272107368,6.045093639,7.830990013,7.654197975,7.746033866,8.734512927,7.730651869,8.760301142,6.771816381,6.728934979,8.127383608,8.760383158
Gene_167,Target,6.592347084,6.422578655,4.160623833,7.374320874,6.097145021,7.402574906,8.427211723,6.504080954,7.696725382,6.847454227,5.368604636,3.844200615,5.417823595,6.304961544,6.796711856,3.812619345,5.533685008,4.491975829,5.522720628,4.821536138
Gene_168,Target,4.751966734,5.682099497,5.746201527,5.279077038,5.464049382,5.378460413,5.278374002,5.09123016,5.915610226,5.709899292,8.793932839,9.106968498,8.549337333,7.847001671,6.910529577,7.511967546,7.130045083,7.701491413,7.474705427,7.803314184
Gene_169,Target,5.976100082,6.377697883,7.355587157,7.213605954,6.595930318,8.012822332,5.358870559,7.482758609,8.569830567,6.592152242,5.387584918,4.441711997,4.977984964,5.815603462,4.085985519,4.445179202,5.532223347,5.41570969,5.806859182,6.252748197
Gene_170,Target,5.769852742,3.922367393,5.153781367,4.60091258,4.994142502,5.917362355,5.276155444,5.15518836,4.879885255,5.397018505,6.821374811,7.578451976,9.616576036,8.616122843,7.038205973,6.771443341,7.040669746,8.580156857,8.433158965,7.431417697
Gene_171,Target,6.631315659,7.97822807,6.69292639,6.94159072,7.352533747,6.817672369,6.264973596,6.587058725,5.918999565,7.469312616,6.332040123,5.244262636,5.812729226,4.348864975,4.859691224,4.863887843,3.569359375,5.088892943,5.479237259,5.683406456
Gene_172,Target,6.315654041,3.527350563,5.617651459,5.717074073,4.789974192,5.602459333,3.585467525,5.214394674,1.870911809,5.312058303,9.601563455,9.541987028,5.34033062,8.535026843,7.650279006,7.974991942,5.783866544,8.385040501,7.473279312,8.373889489
Gene_173,Target,6.8087818,5.974562445,7.333196336,7.595069071,7.054319287,7.567101587,6.535989371,8.284800815,6.642027718,6.42034811,6.041592782,6.114882181,5.680655637,5.22050666,6.594885985,3.989359106,6.137769993,6.714393834,5.054609574,5.585722004
Gene_174,Target,5.609702194,6.193582008,4.141189573,5.895706193,3.291052934,7.076903545,4.428660241,4.683809035,5.258885177,3.74968794,7.737105157,8.06148744,7.660032512,10.02629406,6.213239349,7.894611584,9.178847289,7.163835196,7.861048878,9.943284897
Gene_175,Target,5.132654402,6.196402135,5.801591437,7.629521384,6.133871477,7.467805603,6.354193618,6.84747444,7.856214879,7.137003754,3.059294546,4.464112533,5.713595098,6.86014832,3.885173855,4.771378964,4.91841012,4.267433513,3.617367177,6.8387966
Gene_176,Target,6.478334459,3.593213283,3.116027868,4.722633772,5.430427805,4.871213332,6.129264595,4.753471507,3.834452184,6.519882293,7.765973256,7.716026413,7.736841716,8.056004304,5.68133811,8.683297132,8.721231899,8.629245191,7.58887438,8.099308427
Gene_177,Target,5.565087328,7.359780354,6.182944643,8.316892925,6.074176432,4.940914617,7.172659184,5.369443867,6.072153381,7.80403229,6.872331749,4.73732191,5.971651298,3.622636138,6.730501314,4.994912819,4.220119757,5.397543921,4.190751063,5.05032303
